,bike_id,age_scaled,model_type,no_of_riding_sessions,no_of_charging_sessions,charging_behavior,mileage_km_per_soc
727,bike_3404,0.11904761904761904,Model_4,976,159,Decent,0.9813670209404848
728,bike_87,0.11904761904761904,Model_4,1313,202,Decent,0.8202271162232486
729,bike_10078,0.11904761904761904,Model_3,783,61,Decent,0.8447269590365428
730,bike_2896,0.11904761904761904,Model_4,1640,230,Decent,1.018540153232767
731,bike_14564,0.11904761904761904,Model_4,958,155,Decent,0.7004926882696629
732,bike_8047,0.11904761904761904,Model_4,453,48,Decent,0.8652797223238086
733,bike_8054,0.11904761904761904,Model_4,999,102,Decent,0.8091356353735569
734,bike_26387,0.11904761904761904,Model_3,1450,153,Bad,0.7761305196698831
735,bike_24207,0.11904761904761904,Model_4,425,60,Decent,1.0363972008061266
736,bike_23252,0.11904761904761904,Model_4,1883,85,Good,0.911560752222453
737,bike_1161,0.11904761904761904,Model_4,1303,213,Bad,0.9399611350071932
738,bike_10453,0.11904761904761904,Model_4,481,132,Decent,0.870594607241017
739,bike_2518,0.738095238095238,Model_1,480,111,Bad,0.7882531567038217
740,bike_4432,0.11904761904761904,Model_4,1401,212,Decent,0.8267082268999988
741,bike_23702,0.11904761904761904,Model_4,1004,106,Decent,0.974563647133099
742,bike_21528,0.11904761904761904,Model_3,480,97,Decent,1.0361020787897692
743,bike_12228,0.11904761904761904,Model_4,164,20,Decent,0.5421423157074
744,bike_10497,0.11904761904761904,Model_3,510,51,Decent,0.8859449087735567
745,bike_11556,0.11904761904761904,Model_4,905,271,Bad,0.8587959576370742
746,bike_19872,0.11904761904761904,Model_4,1779,270,Decent,0.9337486162723372
747,bike_12591,0.11904761904761904,Model_4,1105,167,Decent,0.7813694494255683
748,bike_3615,0.11904761904761904,Model_4,828,146,Decent,0.9129792831841714
749,bike_22438,0.11904761904761904,Model_3,1015,176,Bad,0.8528522373352816
750,bike_26416,0.11904761904761904,Model_3,828,33,Decent,1.1618299375654972
751,bike_20756,0.11904761904761904,Model_4,1266,135,Decent,0.8904153181818181
752,bike_3533,0.11904761904761904,Model_3,296,33,Decent,0.9504647820071148
753,bike_24757,0.11904761904761904,Model_4,608,57,Good,1.0183715537127709
754,bike_6608,0.11904761904761904,Model_4,661,72,Good,0.7920193895488289
755,bike_10937,0.7142857142857143,Model_1,194,52,Decent,0.6264831453125
756,bike_9445,0.11904761904761904,Model_4,1031,169,Decent,0.8881783948899554
757,bike_1811,0.11904761904761904,Model_4,1004,165,Decent,1.0326137416176842
758,bike_7529,0.11904761904761904,Model_4,1017,64,Good,1.0153910299581042
759,bike_7402,0.11904761904761904,Model_3,477,57,Decent,0.8379865533783042
760,bike_16892,0.11904761904761904,Model_4,1444,148,Bad,0.8529003280663782
761,bike_15510,0.7142857142857143,Model_1,149,20,Decent,0.7833995293333332
762,bike_11930,0.11904761904761904,Model_4,991,100,Good,0.7770746084121415
763,bike_15534,0.11904761904761904,Model_4,918,114,Decent,1.0087067755102042
764,bike_2101,0.11904761904761904,Model_4,510,194,Bad,0.8144085776992936
765,bike_24834,0.11904761904761904,Model_4,173,11,Good,0.8369274990766588
766,bike_1929,0.11904761904761904,Model_4,1087,178,Decent,0.9573937431693148
767,bike_6936,0.11904761904761904,Model_3,507,44,Decent,1.005356941582923
768,bike_5708,0.11904761904761904,Model_4,406,70,Decent,0.7516495704307334
769,bike_6657,0.11904761904761904,Model_4,322,64,Decent,0.7896272615658363
770,bike_1302,0.11904761904761904,Model_4,3910,395,Decent,0.9169220245341974
771,bike_22729,0.11904761904761904,Model_4,1432,230,Decent,0.9483886386470828
772,bike_24561,0.11904761904761904,Model_4,1575,248,Decent,0.8614366226367642
773,bike_24676,0.11904761904761904,Model_4,1023,72,Decent,1.0317946605763404
774,bike_25030,0.7142857142857143,Model_1,545,104,Bad,0.728213602481203
775,bike_18356,0.11904761904761904,Model_4,1304,171,Decent,0.9935707494411006
776,bike_11798,0.11904761904761904,Model_4,250,140,Bad,0.8685689602729146
777,bike_22364,0.11904761904761904,Model_4,1168,317,Bad,0.8777438477584475
778,bike_26313,0.11904761904761904,Model_3,1240,150,Decent,0.8974152048165879
779,bike_11620,0.11904761904761904,Model_4,382,28,Decent,0.7994613290963395
780,bike_9788,0.11904761904761904,Model_4,961,140,Good,0.9986689813857882
781,bike_14152,0.11904761904761904,Model_4,587,74,Decent,0.6842837729307918
782,bike_25018,0.11904761904761904,Model_4,960,127,Decent,0.9472776516382732
783,bike_25474,0.11904761904761904,Model_3,1713,298,Bad,0.8389063374193663
784,bike_16356,0.11904761904761904,Model_3,1511,267,Bad,0.9227544337354212
785,bike_10472,0.11904761904761904,Model_4,937,66,Decent,1.0441015034000356
786,bike_21862,0.11904761904761904,Model_4,1056,261,Bad,0.994973545451396
787,bike_23303,0.11904761904761904,Model_4,732,78,Decent,0.8329105443518436
788,bike_19410,0.11904761904761904,Model_4,516,70,Decent,0.8641868220375568
789,bike_26309,0.11904761904761904,Model_4,221,51,Decent,0.9375449748779164
790,bike_20891,0.11904761904761904,Model_4,2379,362,Bad,0.9644285271788816
791,bike_23277,0.11904761904761904,Model_4,150,34,Decent,0.7460133489677883
792,bike_27154,0.11904761904761904,Model_3,585,78,Decent,0.8471475956621755
793,bike_23216,0.11904761904761904,Model_4,3148,380,Decent,0.8768435429879303
794,bike_13760,0.7142857142857143,Model_1,449,77,Decent,0.6251271681428571
795,bike_13937,0.11904761904761904,Model_3,332,25,Decent,1.0481224193267074
796,bike_3248,0.11904761904761904,Model_4,1770,194,Decent,0.8762729304126385
797,bike_17212,0.11904761904761904,Model_4,1339,123,Decent,0.9042447656367462
798,bike_24009,0.11904761904761904,Model_4,2287,326,Decent,0.8431161460992022
799,bike_27076,0.11904761904761904,Model_4,688,91,Good,0.8625219419057756
800,bike_7123,0.11904761904761904,Model_4,300,70,Decent,0.7972111019823536
801,bike_11319,0.11904761904761904,Model_4,1524,200,Decent,0.7959915163976067
802,bike_11317,0.11904761904761904,Model_4,230,55,Decent,1.028856652701429
803,bike_28224,0.11904761904761904,Model_4,2402,580,Bad,0.6701860141857104
804,bike_10038,0.11904761904761904,Model_4,1761,88,Decent,0.827855361582687
805,bike_3719,0.11904761904761904,Model_4,1356,301,Bad,0.9084374293388292
806,bike_16049,0.11904761904761904,Model_3,1360,233,Bad,0.9941337735636804
807,bike_2674,0.11904761904761904,Model_4,1816,240,Decent,0.7573570517657143
808,bike_16270,0.11904761904761904,Model_4,588,43,Decent,0.8858900587948755
809,bike_21284,0.11904761904761904,Model_4,403,17,Decent,0.790722169267707
810,bike_7495,0.11904761904761904,Model_3,568,49,Decent,0.8243689103315274
811,bike_25579,0.11904761904761904,Model_4,3369,294,Decent,0.8798872922060913
812,bike_18527,0.7142857142857143,Model_1,616,81,Decent,0.7295721953846154
813,bike_4052,0.11904761904761904,Model_3,1172,104,Bad,0.8496679641419684
814,bike_22853,0.11904761904761904,Model_4,1592,115,Decent,0.684964212822388
815,bike_17164,0.11904761904761904,Model_4,652,32,Good,0.9912519205788212
816,bike_23094,0.11904761904761904,Model_4,1120,161,Decent,0.7955877698542275
817,bike_4560,0.11904761904761904,Model_4,981,70,Decent,0.8009418864723588
818,bike_13655,0.11904761904761904,Model_4,869,79,Decent,0.8404023325198844
819,bike_148,0.11904761904761904,Model_3,1555,204,Decent,0.7321927766641884
820,bike_13466,0.11904761904761904,Model_4,892,143,Decent,1.1589310665276673
821,bike_4693,0.11904761904761904,Model_4,163,12,Good,0.6369920071693764
822,bike_2346,0.11904761904761904,Model_4,612,156,Decent,0.9758543966857612
823,bike_18600,0.11904761904761904,Model_3,778,124,Decent,0.9185321168260858
824,bike_21843,0.11904761904761904,Model_4,942,30,Good,0.7505529227302266
825,bike_12351,0.11904761904761904,Model_4,564,90,Decent,0.9533551614614376
826,bike_4531,0.7142857142857143,Model_1,651,47,Good,0.710600806304348
827,bike_2893,0.11904761904761904,Model_4,969,208,Decent,0.9664970184082208
828,bike_13823,0.11904761904761904,Model_4,881,36,Decent,0.7413341293225697
829,bike_1027,0.11904761904761904,Model_3,1873,152,Decent,0.8502575147761874
830,bike_2026,0.7142857142857143,Model_1,988,281,Decent,0.6479221208881119
831,bike_22781,0.11904761904761904,Model_4,1865,83,Decent,0.9327808055587374
832,bike_17767,0.11904761904761904,Model_4,1030,289,Decent,0.8603336683953092
833,bike_18456,0.11904761904761904,Model_4,1198,124,Decent,0.8648994361838234
834,bike_13003,0.11904761904761904,Model_3,689,120,Bad,0.8329874772274302
835,bike_4747,0.11904761904761904,Model_4,1653,194,Decent,0.9613543494746176
836,bike_25193,0.11904761904761904,Model_4,944,138,Decent,0.8768854901610984
837,bike_23937,0.11904761904761904,Model_3,743,82,Bad,0.9486110987116472
838,bike_9973,0.7142857142857143,Model_1,555,169,Decent,0.7524123567928633
839,bike_9021,0.11904761904761904,Model_4,190,11,Good,0.9350526459912988
840,bike_9055,0.7142857142857143,Model_1,10,5,Good,0.41661901
841,bike_21280,0.11904761904761904,Model_4,1166,184,Decent,0.8048034040459124
842,bike_17396,0.11904761904761904,Model_4,894,140,Decent,0.7083233110308694
843,bike_19599,0.11904761904761904,Model_4,1368,227,Decent,0.9559117250481112
844,bike_19362,0.11904761904761904,Model_3,270,8,Good,1.0518652266352095
845,bike_12329,0.11904761904761904,Model_4,1090,168,Decent,0.9132822761153108
846,bike_976,0.11904761904761904,Model_4,1118,85,Decent,0.9464288907558304
847,bike_27947,0.11904761904761904,Model_4,2770,165,Decent,0.8069810802755919
848,bike_23456,0.11904761904761904,Model_4,1070,125,Decent,0.8772932265969753
849,bike_10481,0.11904761904761904,Model_4,738,147,Decent,0.9648632207606236
850,bike_4434,0.11904761904761904,Model_3,2810,154,Decent,0.9678357426896832
851,bike_6606,0.11904761904761904,Model_3,215,24,Bad,0.8061639271618531
852,bike_24101,0.11904761904761904,Model_4,1587,225,Bad,0.8611664672026932
853,bike_24059,0.11904761904761904,Model_3,906,203,Bad,1.0407248980114836
854,bike_12424,0.11904761904761904,Model_4,144,12,Good,1.0061471016444794
855,bike_13332,0.11904761904761904,Model_4,483,97,Decent,0.8430790775930062
856,bike_7347,0.11904761904761904,Model_4,490,113,Decent,0.7952401487730063
857,bike_9303,0.11904761904761904,Model_3,937,131,Decent,1.0301560100033245
858,bike_22695,0.11904761904761904,Model_3,352,36,Decent,0.937372940029576
859,bike_27935,0.11904761904761904,Model_4,1400,33,Good,0.8798299456920604
860,bike_17000,0.11904761904761904,Model_4,569,144,Bad,0.8253354797442564
861,bike_28242,0.11904761904761904,Model_4,631,24,Good,0.8915824332028943
862,bike_23586,0.11904761904761904,Model_4,858,89,Decent,0.9508950203119704
863,bike_3917,0.11904761904761904,Model_4,375,113,Good,0.8367498539815448
864,bike_19031,0.11904761904761904,Model_3,970,180,Bad,0.8258024547135182
865,bike_8166,0.11904761904761904,Model_3,863,94,Bad,0.9513153193166888
866,bike_13353,0.11904761904761904,Model_4,578,77,Decent,0.8875667567408281
867,bike_26065,0.11904761904761904,Model_4,1224,182,Bad,0.9267494464957003
868,bike_22458,0.11904761904761904,Model_4,588,16,Good,0.7986426338430086
869,bike_7710,0.11904761904761904,Model_4,641,154,Decent,0.937142342105263
870,bike_18868,0.11904761904761904,Model_3,759,39,Decent,0.7886632799530806
871,bike_6900,0.11904761904761904,Model_3,825,54,Decent,0.8649244440298509
872,bike_11036,0.11904761904761904,Model_4,570,39,Decent,0.8227206249472971
873,bike_9333,0.11904761904761904,Model_4,2149,332,Bad,0.8999733257914173
874,bike_17731,0.11904761904761904,Model_4,420,26,Good,0.9070176391439412
875,bike_3049,0.11904761904761904,Model_4,408,36,Good,1.0392080832965214
876,bike_6269,0.11904761904761904,Model_3,361,74,Decent,1.0017356294414197
877,bike_10845,0.11904761904761904,Model_3,1634,271,Decent,0.8911352007837988
878,bike_12030,0.11904761904761904,Model_3,305,18,Decent,1.1427851437815209
879,bike_4020,0.11904761904761904,Model_3,2241,570,Bad,0.9876068355465968
880,bike_21956,0.11904761904761904,Model_4,1124,104,Decent,0.934818084313232
881,bike_18326,0.11904761904761904,Model_3,429,77,Decent,0.9993825963322164
882,bike_28036,0.11904761904761904,Model_4,200,22,Decent,0.9489341410084782
883,bike_3550,0.11904761904761904,Model_3,733,136,Bad,0.7681677388188072
884,bike_24528,0.11904761904761904,Model_3,719,84,Decent,0.9809602124202926
885,bike_14172,0.11904761904761904,Model_4,833,71,Decent,0.9896319515655873
886,bike_17093,0.11904761904761904,Model_4,389,25,Decent,1.0361909793808164
887,bike_24289,0.11904761904761904,Model_4,956,66,Decent,0.7060211363161725
888,bike_4906,0.11904761904761904,Model_4,1365,105,Decent,0.9317104376866112
889,bike_2034,0.11904761904761904,Model_3,718,157,Decent,1.0307145320239752
890,bike_10044,0.11904761904761904,Model_3,58,7,Decent,0.8091579445510771
891,bike_25549,0.11904761904761904,Model_3,441,27,Good,1.113086201568644
892,bike_26022,0.11904761904761904,Model_4,686,94,Bad,1.040730358661129
893,bike_11344,0.11904761904761904,Model_3,952,76,Decent,1.1269816480344308
894,bike_16134,0.11904761904761904,Model_3,1310,160,Bad,1.022814815750969
895,bike_3105,0.11904761904761904,Model_4,1033,55,Decent,1.0326297280823824
896,bike_3848,0.11904761904761904,Model_3,699,62,Decent,1.3107558839338531
897,bike_17095,0.11904761904761904,Model_4,816,171,Bad,0.8122700585958808
898,bike_25234,0.11904761904761904,Model_3,1361,178,Decent,0.8326637478337943
899,bike_7911,0.11904761904761904,Model_4,2956,140,Decent,1.0968741380200406
900,bike_14432,0.11904761904761904,Model_4,915,117,Decent,0.7032384984512714
901,bike_15953,0.11904761904761904,Model_4,960,31,Good,0.9635918303730028
902,bike_7653,0.11904761904761904,Model_3,957,53,Decent,0.8811660583418279
903,bike_22479,0.11904761904761904,Model_4,1288,155,Decent,0.9177051908805136
904,bike_14243,0.11904761904761904,Model_3,1023,195,Bad,0.8854417357687486
905,bike_393,0.11904761904761904,Model_3,1109,122,Decent,0.9028930955825212
906,bike_14864,0.11904761904761904,Model_4,706,75,Decent,0.8072700179053909
907,bike_36,0.11904761904761904,Model_4,752,97,Bad,0.7772674157303371
908,bike_27690,0.11904761904761904,Model_3,938,92,Decent,0.945411497791798
909,bike_15767,0.11904761904761904,Model_4,205,32,Good,0.7324082925972396
910,bike_13748,0.11904761904761904,Model_3,665,41,Good,1.0448393688551358
911,bike_14513,0.11904761904761904,Model_4,1021,67,Decent,1.128831358463257
912,bike_18867,0.11904761904761904,Model_3,162,41,Bad,0.7136492146596859
913,bike_11190,0.11904761904761904,Model_4,758,164,Decent,1.1147572798496754
914,bike_1223,0.11904761904761904,Model_3,380,28,Decent,0.9857410979206804
915,bike_6402,0.11904761904761904,Model_4,831,32,Good,0.8920960263029791
916,bike_26511,0.11904761904761904,Model_4,2357,120,Decent,1.031889332521505
917,bike_18496,0.11904761904761904,Model_4,318,70,Good,0.8187857239317509
918,bike_15917,0.11904761904761904,Model_4,1112,167,Decent,0.7801808430755396
919,bike_20301,0.11904761904761904,Model_4,874,359,Decent,0.7948177241461953
920,bike_25909,0.11904761904761904,Model_4,159,32,Decent,0.9525374478193146
921,bike_8004,0.11904761904761904,Model_4,2512,476,Bad,0.8984208652569999
922,bike_11846,0.11904761904761904,Model_4,1885,93,Decent,0.8650217757117956
923,bike_23046,0.11904761904761904,Model_4,1804,429,Bad,0.887528480275981
924,bike_6695,0.11904761904761904,Model_4,1517,67,Good,0.8707261146178873
925,bike_5746,0.11904761904761904,Model_4,188,11,Good,0.9292197248776816
926,bike_16051,0.11904761904761904,Model_3,1671,61,Decent,0.5817670782596958
927,bike_8257,0.11904761904761904,Model_3,879,104,Decent,0.9132952084963708
928,bike_9039,0.11904761904761904,Model_4,1120,227,Bad,1.1191713743246514
929,bike_18912,0.11904761904761904,Model_4,2186,200,Bad,1.17379272420249
930,bike_13502,0.11904761904761904,Model_4,776,126,Decent,0.9654172880239298
931,bike_22345,0.11904761904761904,Model_4,1083,173,Decent,0.8590709904118762
932,bike_78,0.11904761904761904,Model_4,721,145,Decent,0.9166865339534956
933,bike_26911,0.11904761904761904,Model_4,837,168,Bad,0.7822414385859173
934,bike_913,0.11904761904761904,Model_3,2308,189,Decent,0.8126043127901692
935,bike_18449,0.11904761904761904,Model_4,162,62,Bad,0.8762587412555368
936,bike_1022,0.11904761904761904,Model_4,850,180,Bad,0.8781005703171755
937,bike_7281,0.11904761904761904,Model_3,1427,431,Bad,0.7781850754512695
938,bike_10775,0.11904761904761904,Model_4,542,61,Decent,0.8820050636630755
939,bike_18843,0.11904761904761904,Model_3,244,14,Decent,0.8566985697343019
940,bike_27621,0.11904761904761904,Model_3,234,11,Good,1.0423592109874926
941,bike_7658,0.11904761904761904,Model_4,1176,140,Decent,0.8449536364968444
942,bike_8646,0.11904761904761904,Model_4,2281,197,Decent,0.8308161249924023
943,bike_9621,0.11904761904761904,Model_4,1041,37,Decent,0.7166338373105633
944,bike_1510,0.11904761904761904,Model_4,1291,161,Bad,1.0481243756513028
945,bike_15626,0.11904761904761904,Model_4,680,69,Decent,0.8254123829337128
946,bike_16549,0.11904761904761904,Model_4,1440,180,Decent,0.7717480793922945
947,bike_8822,0.11904761904761904,Model_4,685,66,Decent,0.8328209009247882
948,bike_27160,0.11904761904761904,Model_4,790,41,Good,1.102080308261406
949,bike_9917,0.11904761904761904,Model_3,290,18,Decent,0.9570543466446249
950,bike_24440,0.11904761904761904,Model_4,2603,247,Bad,0.8074546091011205
951,bike_19950,0.11904761904761904,Model_4,1229,121,Decent,0.7672695947462876
952,bike_13654,0.11904761904761904,Model_4,649,85,Decent,1.0997227175040865
953,bike_10886,0.11904761904761904,Model_4,313,45,Decent,1.00796059052438
954,bike_18299,0.11904761904761904,Model_4,431,38,Decent,0.9947645179122184
955,bike_16096,0.11904761904761904,Model_4,759,33,Good,1.0588036736705924
956,bike_8351,0.11904761904761904,Model_4,1351,182,Decent,0.8529464476864557
957,bike_26734,0.11904761904761904,Model_4,1936,237,Bad,0.9079715422979888
958,bike_20810,0.11904761904761904,Model_4,1248,159,Bad,0.9814626187198898
959,bike_12543,0.11904761904761904,Model_4,643,81,Decent,0.982393318597204
960,bike_15893,0.11904761904761904,Model_4,1105,141,Bad,0.9063297050659722
961,bike_1376,0.11904761904761904,Model_4,1645,109,Good,0.9633976352111684
962,bike_18746,0.11904761904761904,Model_4,954,109,Decent,0.9244111638357392
963,bike_16314,0.11904761904761904,Model_4,2135,269,Bad,0.9348851816396996
964,bike_8826,0.11904761904761904,Model_4,1573,151,Decent,0.9486673119423036
965,bike_10873,0.11904761904761904,Model_4,908,104,Decent,0.7384110171354761
966,bike_28310,0.11904761904761904,Model_4,677,106,Decent,0.9974820194448653
967,bike_2347,0.6904761904761905,Model_2,235,36,Decent,1.040879712631579
968,bike_896,0.11904761904761904,Model_4,713,46,Good,0.8482213976280464
969,bike_26245,0.11904761904761904,Model_4,599,21,Good,0.9140905642499236
970,bike_10615,0.11904761904761904,Model_3,1917,179,Bad,1.2160638637713428
971,bike_17468,0.09523809523809523,Model_4,571,36,Decent,0.8498757573235687
972,bike_3003,0.09523809523809523,Model_3,430,47,Decent,1.038127761215789
973,bike_11487,0.09523809523809523,Model_4,81,9,Good,0.4919514544268406
974,bike_13036,0.09523809523809523,Model_4,695,53,Decent,0.8758545887100014
975,bike_22278,0.09523809523809523,Model_4,1378,137,Decent,0.9956458865591672
976,bike_15315,0.09523809523809523,Model_4,406,96,Bad,0.9484181656889396
977,bike_20858,0.09523809523809523,Model_3,780,164,Decent,0.9173954323237966
978,bike_8690,0.09523809523809523,Model_4,384,69,Decent,0.8816401768937424
979,bike_12721,0.09523809523809523,Model_4,2007,214,Decent,0.8349296786460868
980,bike_17518,0.09523809523809523,Model_4,842,191,Decent,0.9123710846047156
981,bike_6693,0.09523809523809523,Model_4,1446,259,Bad,0.9205071469005108
982,bike_25040,0.09523809523809523,Model_3,374,23,Good,0.9862919080601252
983,bike_12100,0.09523809523809523,Model_4,2619,116,Decent,0.9901946660468974
984,bike_28255,0.09523809523809523,Model_4,119,10,Good,0.8322833419132549
985,bike_27823,0.09523809523809523,Model_4,1086,193,Decent,0.9658327040686416
986,bike_8691,0.09523809523809523,Model_4,584,111,Decent,0.7809490946242424
987,bike_10436,0.09523809523809523,Model_4,1857,200,Decent,1.0327810657269203
988,bike_10501,0.09523809523809523,Model_3,723,96,Decent,0.997728570016532
989,bike_19171,0.09523809523809523,Model_3,1052,60,Decent,0.7879531905229666
990,bike_9949,0.09523809523809523,Model_4,1654,128,Decent,0.9563257548771648
991,bike_26545,0.09523809523809523,Model_3,1953,123,Good,0.7446140223054016
992,bike_13482,0.09523809523809523,Model_3,501,77,Bad,0.9991418201528396
993,bike_499,0.09523809523809523,Model_4,2471,120,Good,0.6712893327978653
994,bike_13725,0.09523809523809523,Model_4,568,45,Good,0.9807499081540642
995,bike_12680,0.09523809523809523,Model_4,1730,274,Bad,0.7128785903566611
996,bike_5774,0.09523809523809523,Model_4,1466,244,Decent,0.843268336449832
997,bike_9490,0.09523809523809523,Model_4,441,87,Bad,1.0108972011050994
998,bike_6084,0.09523809523809523,Model_4,453,97,Decent,0.8278433699661083
999,bike_24576,0.09523809523809523,Model_4,955,167,Decent,0.7685750733927269
1000,bike_26456,0.09523809523809523,Model_3,519,91,Decent,0.9582984754235834
1001,bike_1765,0.09523809523809523,Model_4,1612,301,Bad,0.7188646893791294
1002,bike_27386,0.09523809523809523,Model_3,737,76,Decent,1.0061172238015608
1003,bike_15264,0.09523809523809523,Model_4,349,39,Decent,0.9633776359736236
1004,bike_21311,0.09523809523809523,Model_4,877,63,Good,0.8508949639235538
1005,bike_5754,0.09523809523809523,Model_4,886,117,Decent,0.9012890017069306
1006,bike_10935,0.09523809523809523,Model_4,2183,442,Bad,1.048250633505467
1007,bike_14485,0.09523809523809523,Model_4,1731,124,Decent,0.8147613067525863
1008,bike_7932,0.09523809523809523,Model_4,657,78,Decent,0.9502726119088176
1009,bike_10918,0.09523809523809523,Model_4,1931,167,Decent,0.9170270070587015
1010,bike_11996,0.6904761904761905,Model_2,627,52,Decent,0.9759094197651008
1011,bike_21653,0.09523809523809523,Model_4,459,171,Bad,0.9149589664052288
1012,bike_16130,0.09523809523809523,Model_4,1078,63,Decent,0.8456375121314319
1013,bike_27393,0.09523809523809523,Model_3,691,139,Decent,0.8751741475180642
1014,bike_26118,0.09523809523809523,Model_4,636,124,Bad,0.9336051631547968
1015,bike_15242,0.09523809523809523,Model_4,1349,182,Decent,0.9885590537300488
1016,bike_7824,0.09523809523809523,Model_4,1494,139,Decent,1.031919123390579
1017,bike_17097,0.09523809523809523,Model_4,97,19,Decent,0.9677302012411622
1018,bike_21159,0.09523809523809523,Model_3,749,100,Decent,0.9711088579443644
1019,bike_22794,0.09523809523809523,Model_4,800,115,Good,0.948409259997559
1020,bike_26889,0.09523809523809523,Model_4,2285,140,Good,0.903947662422122
1021,bike_26136,0.6904761904761905,Model_2,34,11,Good,1.0951736557142866
1022,bike_6415,0.09523809523809523,Model_3,1729,121,Good,0.7637190806852334
1023,bike_20607,0.6904761904761905,Model_2,384,49,Decent,0.9423432469793104
1024,bike_13340,0.09523809523809523,Model_3,146,14,Bad,0.9405464864059876
1025,bike_27653,0.09523809523809523,Model_4,1055,46,Good,0.9489048267530612
1026,bike_4677,0.09523809523809523,Model_3,325,19,Decent,0.8079896302410975
1027,bike_21548,0.6904761904761905,Model_2,131,29,Decent,0.9003322057692308
1028,bike_14548,0.09523809523809523,Model_3,308,30,Decent,0.8572234182988248
1029,bike_24087,0.09523809523809523,Model_3,1277,89,Decent,1.0181255206090254
1030,bike_13076,0.09523809523809523,Model_4,1404,71,Decent,0.9670327766678664
1031,bike_4250,0.09523809523809523,Model_4,1021,39,Good,0.9233793379786016
1032,bike_1684,0.09523809523809523,Model_3,920,107,Decent,1.0026415617636604
1033,bike_26853,0.09523809523809523,Model_4,536,53,Decent,0.9211678328973186
1034,bike_10341,0.09523809523809523,Model_4,1518,410,Decent,1.1368379011204577
1035,bike_23601,0.09523809523809523,Model_4,783,42,Good,0.81771823045868
1036,bike_14428,0.09523809523809523,Model_4,2629,311,Decent,1.001181291767704
1037,bike_14004,0.09523809523809523,Model_4,1446,291,Bad,0.9616781114782172
1038,bike_9412,0.09523809523809523,Model_4,730,132,Bad,0.9067477038800354
1039,bike_16120,0.09523809523809523,Model_4,2918,436,Bad,1.8453793356076476
1040,bike_24986,0.6904761904761905,Model_2,333,155,Decent,0.6592974082530121
1041,bike_13628,0.09523809523809523,Model_4,109,7,Good,0.7432115397845397
1042,bike_8671,0.6904761904761905,Model_2,110,43,Decent,0.5907523366666667
1043,bike_12670,0.09523809523809523,Model_4,1703,221,Decent,0.8369073292138365
1044,bike_8443,0.09523809523809523,Model_4,972,95,Decent,0.8808818692199152
1045,bike_19922,0.09523809523809523,Model_4,1019,161,Decent,0.8318427482202577
1046,bike_17412,0.6904761904761905,Model_2,1433,125,Decent,0.7602349538181817
1047,bike_2742,0.09523809523809523,Model_4,468,42,Decent,0.7931693774338558
1048,bike_5500,0.09523809523809523,Model_4,2123,171,Decent,0.7912585087063704
1049,bike_20181,0.09523809523809523,Model_3,2838,121,Decent,0.8794359021948522
1050,bike_2621,0.09523809523809523,Model_4,1262,147,Decent,0.9356902069227176
1051,bike_16181,0.09523809523809523,Model_4,1142,157,Decent,0.9504539724327272
1052,bike_24201,0.09523809523809523,Model_4,846,114,Decent,0.8468742538934134
1053,bike_15375,0.09523809523809523,Model_4,425,101,Decent,0.914366114267743
1054,bike_21046,0.09523809523809523,Model_4,637,151,Decent,0.9672370976169448
1055,bike_22706,0.09523809523809523,Model_4,1581,222,Bad,1.1105099682180928
1056,bike_22388,0.09523809523809523,Model_4,645,28,Good,0.9291644401291748
1057,bike_8197,0.09523809523809523,Model_4,281,88,Decent,0.7609764058197747
1058,bike_12431,0.09523809523809523,Model_4,620,152,Bad,0.870545679775281
1059,bike_11271,0.6904761904761905,Model_2,95,21,Decent,0.8567381690909092
1060,bike_16591,0.09523809523809523,Model_3,288,19,Decent,0.8555225528854149
1061,bike_25906,0.09523809523809523,Model_4,168,8,Decent,1.0786164758733523
1062,bike_171,0.09523809523809523,Model_4,398,107,Decent,1.0345960120011164
1063,bike_15684,0.09523809523809523,Model_4,531,59,Bad,0.814637106965174
1064,bike_9108,0.09523809523809523,Model_4,530,56,Decent,1.0176811730350577
1065,bike_8654,0.09523809523809523,Model_4,720,103,Decent,0.8495405210884357
1066,bike_19219,0.09523809523809523,Model_4,916,62,Decent,1.2291639626914157
1067,bike_21584,0.09523809523809523,Model_4,531,29,Decent,1.301155954503511
1068,bike_107,0.09523809523809523,Model_4,1128,130,Decent,0.8227061095191232
1069,bike_12378,0.09523809523809523,Model_4,407,101,Decent,0.909578516284501
1070,bike_16572,0.09523809523809523,Model_4,357,42,Decent,1.0252822818250125
1071,bike_23370,0.09523809523809523,Model_4,386,40,Decent,0.9474759625755028
1072,bike_2656,0.09523809523809523,Model_4,792,39,Good,0.947398691735552
1073,bike_19646,0.09523809523809523,Model_4,640,116,Decent,1.0136973235569868
1074,bike_26476,0.09523809523809523,Model_4,938,74,Decent,0.8281187254708331
1075,bike_25652,0.6904761904761905,Model_2,417,36,Decent,0.6903217752272727
1076,bike_19445,0.09523809523809523,Model_3,698,69,Decent,0.795780702150506
1077,bike_24412,0.09523809523809523,Model_4,1471,278,Bad,1.0082205228688204
1078,bike_1729,0.09523809523809523,Model_4,936,141,Decent,0.8539315500215744
1079,bike_18408,0.09523809523809523,Model_3,2134,225,Bad,0.8630653807915655
1080,bike_5054,0.09523809523809523,Model_4,352,17,Good,0.8079847984200873
